geneid	Genomic	RNA1	RNA2	H3K4me3	H3K36me3	H3K56ac	H3K27me3	ATAC	Promoter_ATAC	Promoter_H3K4me3	Promoter_H3K36me3	Promoter_H3K56ac	Promoter_H3K27me3	UP_ATAC	UP_H3K4me3	UP_H3K36me3	UP_H3K56ac	UP_H3K27me3	DOWN_ATAC	DOWN_H3K4me3	DOWN_H3K36me3	DOWN_H3K56ac	DOWN_H3K27me3	DOWN_ATAC_cov	UP_ATAC_cov	ATAC_cov	Promoter_ATAC_cov	DOWN_Meth_cov	UP_Meth_cov	Promoter_Meth_cov	Meth_cov	DOWN_Genomic_cov	UP_Genomic_cov	DOWN_H3K27me3_cov	UP_H3K27me3_cov	H3K27me3_cov	Promoter_H3K27me3_cov	DOWN_H3K36me3_cov	UP_H3K36me3_cov	H3K36me3_cov	Promoter_H3K36me3_cov	DOWN_H3K4me3_cov	UP_H3K4me3_cov	H3K4me3_cov	Promoter_H3K4me3_cov	DOWN_H3K56ac_cov	UP_H3K56ac_cov	H3K56ac_cov	Promoter_H3K56ac_cov	RNA1_cov	RNA2_cov	gene_body_meth	promoter_meth	UP_meth	DOWN_meth	HAP1_promoter_del	HAP2_promoter_del	dn_ds_hap1	dn_ds_hap2	RNA_BOTH	RNA_cov_both
FAIR_004022-T1	-0.166778446	0.347766803	0.229322915	-0.428334322	0.079170213	0	0.874469118	-0.084316286	0.498119241	-0.637429921	0.862496476	0.736965594	-1.485426827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.543495883	3.581351247	NA	NA	-7.774357166	-2.694359651	NA	NA	NA	NA	1.189033824	0.622930351	NA	NA	3.215678597	1.111031312	NA	NA	2.887525271	0.98550043	NA	NA	2.182692298	1.03562391	6.740028922	6.672761341	-1.173829456	0.584962501	NA	NA	0	0	-2	-1	0.288544859	6.706395131
FAIR_004036-T1	0.394929926	0.407796857	0.586372622	-0.200819009	0.21818017	0	0.621488377	-0.255761171	-0.415037499	0.125530882	-0.415037499	2.584962501	-1.807354922	-0.652076697	0	0.688055994	0.716207034	3	-0.652076697	0	0.688055994	0.716207034	3	5.066950244	5.066950244	4.352617299	4.187451054	-3.395419485	-3.395419485	-3.268166135	-2.667901158	4.9800253	4.9800253	0.933572638	0.933572638	0.98550043	1.063502942	2.292781749	2.292781749	3.032100843	1.500802053	2.811471031	2.811471031	3.634593268	1.735522177	2.097610797	2.097610797	2.298658316	1.077242999	9.444538497	9.49799784	0.932885804	-0.311201688	0.211504105	0.211504105	0	0	-2	-2.321928095	0.497084739	9.471268169
FAIR_004040-T1	0.311086535	0.645844743	0.492792657	-0.311944006	-0.387023123	1.64385619	1.201633861	-0.086156644	-0.387023123	0	0.938599455	0.514573173	0.263034406	0.222392421	-0.584962501	-3	-2.321928095	-1.584962501	0.906890596	-0.584962501	-0.169925001	0	-2.169925001	3.814550423	4.283180979	4.039138394	3.418189948	-2.703400063	-3.472893123	-4.79908617	-2.732003927	3.609991295	3.882643049	1.14404637	0.659924558	1.310340121	0.933572638	1.250961574	0.739848103	1.275007047	1.89917563	1.09085343	0.925999419	2.042644337	2.10433666	1.070389328	0.5360529	1.5360529	1.361768359	5.155623626	5.27624551	-0.415037499	3.459431619	0.04580369	-0.506959989	0	0	1.169925001	3.321928095	0.5693187	5.215934568
FAIR_004043-T1	0.140481224	1.50589093	1.868755467	0	1.678071905	-0.378511623	-0.493040011	1	0.943416472	0	1.584962501	1.807354922	-1.087462841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.700439718	2.427606173	NA	NA	-2.498175249	-3.52698462	NA	NA	NA	NA	2.367371066	2.592158002	NA	NA	1.056583528	0.956056652	NA	NA	1.839959587	1.560714954	NA	NA	1.531069493	0.831877241	3.341005676	3.24423297	0.131244533	-0.330148602	NA	NA	0	0	1	0.584962501	1.687323198	3.292619323
FAIR_004046-T1	0.258647089	0.620053165	0.341862022	-0.021695071	0.130786608	0.230297619	-0.68589141	-0.289506617	-0.610957709	-0.415037499	1.502500341	1.736965594	2.321928095	-0.774933444	0.299560282	1.280107919	1.925999419	NA	-0.774933444	0.299560282	1.280107919	1.925999419	NA	4.482848283	4.482848283	3.742006211	3.152183419	-7.946971186	-7.946971186	-2.092661198	-4.831387295	4.164303583	4.164303583	0.176322773	0.176322773	1.201633861	0.286881148	2.606442228	2.606442228	3.068670811	0.782408565	2.737686761	2.737686761	2.845991771	1.350497247	2.771885579	2.771885579	2.111031312	0.765534746	5.042970394	4.93570562	-0.271302022	-1.975752454	1	1	0	0	0	1	0.480957594	4.989338007
FAIR_004047-T1	-0.180035029	1.282115147	1.903615464	-0.036994207	0.31748219	1.473931188	-1.070389328	0.077305726	0.409112665	-0.378511623	0.310340121	1.392317423	0.447458977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.587364991	2.853995647	NA	NA	-2.282152821	-3.2084761	NA	NA	NA	NA	1.250961574	0.748461233	NA	NA	2.722466024	1.298658316	NA	NA	2.813524689	1.485426827	NA	NA	1.531069493	0.992768431	4.324409606	4.346719827	0.140177658	-1.408084739	NA	NA	0	0	-1.321928095	1.321928095	1.592865305	4.335564716
FAIR_004051-T1	-0.194407687	0.31836148	0.151701243	-0.170699187	-0.166850858	-0.096215315	-0.091630475	0.148098639	-1.087462841	-0.169925001	0.263034406	3.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.229587923	3.390942773	NA	NA	-1.804784581	-3.37383829	NA	NA	NA	NA	1.10433666	1.176322773	NA	NA	2.604071324	1.344828497	NA	NA	2.263034406	1.59454855	NA	NA	1.454175893	0.739848103	4.089826261	4.156131494	-0.331621491	0	NA	NA	0	0	-0.736965594	-2.169925001	0.235031361	4.122978878
FAIR_004057-T1	-1.295455884	1.044394119	0.639118271	NA	NA	0	NA	-2.187627003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.382667253	3.214124805	NA	NA	-2.869465094	-3.917669725	NA	NA	NA	NA	0.695993813	0.641546029	NA	NA	2.430285273	1.111031312	NA	NA	2.336283388	1.438292852	NA	NA	1.40053793	0.941106311	4.217890166	4.169310013	NA	NA	NA	NA	0	0	NA	NA	0.841756195	4.193600089
FAIR_004058-T1	-0.464962725	4.309855263	5.419538892	0.584962501	0.263034406	-1.321928095	-2.353636955	0.949373927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.495695163	2.201633861	NA	NA	-1.58698258	-6.111630086	NA	NA	NA	NA	2.310340121	2.12763328	NA	NA	1.367371066	0.855989697	NA	NA	1.459431619	1.432959407	NA	NA	1.22650853	0.970853654	3.098812844	2.810032406	1.222392421	NA	NA	NA	0	0	NA	NA	4.864697077	2.954422625
FAIR_004059-T1	-1.334419039	-0.152003093	0.415037499	1.321928095	0.790546634	0.125530882	0.415037499	-0.025535092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.35614381	1.956056652	NA	NA	-2.698477726	-2.957298535	NA	NA	NA	NA	0.773996325	0.604071324	NA	NA	1.669026766	0.443606651	NA	NA	1.66448284	0.545968369	NA	NA	1.070389328	0.831877241	2.389365242	2.246713424	-1	NA	NA	NA	0	0	NA	NA	0.131517203	2.318039333
FAIR_004068-T1	-0.548551861	0.962546915	0.965716524	0.117039421	-0.115477217	-0.777607579	0.105610188	-0.418604114	-0.099535674	-0.450661409	4.247927513	-1	0.263034406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59454855	2.731183242	NA	NA	-3.361063906	-5.186876678	NA	NA	NA	NA	3.0721058	1.673556424	NA	NA	1.480265122	0.704871964	NA	NA	3.099295204	1.655351829	NA	NA	1.782408565	1.097610797	6.909068312	6.991303329	0.874469118	-0.473931188	NA	NA	0	0	-1	-0.584962501	0.96413172	6.95018582
FAIR_004070-T1	0.188524128	0.22659241	0.423717255	-0.108059746	0.584962501	0.192645078	-0.584962501	-0.397115591	-0.093109404	-0.378511623	-0.874469118	0.514573173	1.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6622055	3.788685711	NA	NA	-2.09419786	-2.481598589	NA	NA	NA	NA	0.933572638	0.739848103	NA	NA	1.744161096	1.070389328	NA	NA	2.080657663	1.944858446	NA	NA	1.641546029	2.117695043	3.983104512	3.980493108	0.564498398	0.423807709	NA	NA	0	0	0.736965594	1	0.325154832	3.98179881
FAIR_004076-T1	0.102392645	2.711494907	2.534776744	0.059588796	1.026472211	-0.130703692	0.263034406	0.828728573	0.959358016	-1.459431619	-0.678071905	-2.584962501	-2.807354922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.534808661	3.593353771	NA	NA	-4.069678279	-2.916059878	NA	NA	NA	NA	1.201633861	0.918386234	NA	NA	2.10433666	0.839959587	NA	NA	2.885574364	1.361768359	NA	NA	2.295723025	0.782408565	2.779617647	2.707002426	-0.13492958	-0.777607579	NA	NA	0	0	1	-0.362570079	2.623135825	2.743310036
FAIR_004077-T1	-0.089509533	0.097719821	-0.150455137	0.319880266	0.023269779	0.408464845	0.330148602	0.116988368	-0.6729102	1.736965594	-0.788495895	-0.137503524	-0.415037499	-0.547160468	1.058893689	-0.618909833	-0.031026896	-0.222392421	NA	NA	NA	NA	NA	NA	4.714245518	3.372952098	4.627023106	NA	-4.009147301	-3.413736127	-3.426678897	NA	4.764473551	NA	0.731183242	0.963474124	0.575312331	NA	1.773996325	2.889473543	1.669026766	NA	1.464668267	2.198494154	1.207892852	NA	2.13422094	1.448900951	2.260025656	4.876617329	4.8900674	-0.514573173	-0.332575339	0.280107919	NA	0	0	0	0.584962501	-0.026367658	4.883342364
FAIR_004078-T1	0.078214004	0.143308392	0.142573099	0.462971976	0.167894466	0.094636874	0.813586876	-0.143110017	0.190822342	-1.064130337	0.247927513	0	-0.378511623	NA	NA	NA	NA	NA	-0.547160468	1.058893689	-0.618909833	-0.031026896	-0.222392421	4.714245518	NA	3.815575429	3.509695842	-4.009147301	NA	-2.300133295	-3.430324924	4.764473551	NA	0.731183242	NA	1.049630768	0.90303827	1.773996325	NA	3.125981654	1.163498732	1.464668267	NA	2.427606173	1.189033824	2.13422094	NA	1.709290636	1.007195501	5.642313412	5.618508073	-0.186413124	-2.321928095	NA	0.280107919	0	0	0	1.736965594	0.142940745	5.630410743
FAIR_004085-T1	-0.216811389	0.798506472	0.930559502	-0.035046947	0.064130337	0.272079545	-1	-0.156504486	0.533823652	-0.252387162	-0.59724083	0.64385619	0.652076697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.532316959	3.370164281	NA	NA	-3.103740817	-2.791596329	NA	NA	NA	NA	1.042644337	0.82374936	NA	NA	3.106013238	2.195347598	NA	NA	2.693765712	2.66448284	NA	NA	2.107687869	1.454175893	4.686958511	4.558889308	-0.182653306	-1.362570079	NA	NA	0	0	0.415037499	-0.222392421	0.864532987	4.62292391
FAIR_004086-T1	0.077414916	0.63210828	0.403355694	0.066726114	-0.322740652	0.079071571	0.121990524	0.080577516	0.347923303	-0.028014376	0.120294234	0.187627003	0.192645078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.196921734	3.670160514	NA	NA	-3.74695562	-2.528998588	NA	NA	NA	NA	0.910732662	0.82374936	NA	NA	3.155425432	2.521050737	NA	NA	2.147306699	2.606442228	NA	NA	1.220329955	2.596935142	4.025556266	4.098996384	-0.50416339	-3.321928095	NA	NA	0	0	0.807354922	0	0.517731987	4.062276325
FAIR_004088-T1	0.169925001	0.259867127	0.143472602	0.020272395	-0.132506918	-0.257496222	0.397759508	0.12471649	0.473931188	1.321928095	-0.263034406	-1.415037499	-3.321928095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.087462841	2.503348735	NA	NA	-2.813367495	-2.674208521	NA	NA	NA	NA	1.09085343	0.516015147	NA	NA	2.895302621	1.117695043	NA	NA	2.039138394	1.021479727	NA	NA	1.298658316	0.739848103	5.428602265	5.437339625	-0.389114154	-0.751320887	NA	NA	0	0	-1.459431619	0.807354922	0.201669864	5.432970945
FAIR_004091-T1	0.085391491	0.014510788	-0.018152171	-0.204981738	-0.961525852	0.145850866	0.652076697	0.099035519	-0.015966748	0.321928095	0.08246216	0	-0.152003093	0.00557241	-0.106308902	-0.214124805	0.021914776	0.231325546	-0.22552758	-0.315501826	-0.26960706	0.087843349	0.366782331	5.089380831	5.601399391	5.576219781	5.844234988	-2.654186597	-4.36810657	-5.048619643	-4.180127475	4.390021968	4.761285273	0.921047236	1.042644337	0.757023247	1.13093087	1.335320741	1.63691458	1.459431619	1.704871964	1.701331019	2.82374936	3.572889668	1.831877241	2.005770658	3.249445341	3.898208353	2.472487771	10.36578622	10.39257029	-1.378511623	-0.584962501	-1.857980995	-0.072756342	0	0	-1.584962501	-0.736965594	-0.001820691	10.37917826
FAIR_004094-T1	0.041115854	0.388753058	0.458962417	-0.030860964	-0.050923935	0.282399731	0.898120386	-0.021602254	0.015681622	-1.192645078	1.378511623	0	0.222392421	0.007613184	-0.736965594	2.222392421	0.371968777	-0.222392421	-0.101538026	0.255257055	1.256339753	0.704544116	0.700439718	4.630380635	5.208823954	3.791814071	5.109778429	-2.879789212	-3.906924416	-3.671818743	-3.746485353	4.139958509	4.712045344	0.559022961	1.034369795	0.933572638	1.084064265	1.205407391	1.04257634	2.266036894	0.98550043	1.485788066	1.426518762	2.301587647	1.475084883	1.373077109	1.53838215	1.933572638	1.584962501	6.305939979	6.315576526	-0.495957495	-1.584962501	-1.584962501	-0.309684499	0	0	0	-0.678071905	0.423857737	6.310758253
FAIR_004109-T1	-0.044300099	0.415037499	0.398454615	0.056583528	-0.054966459	0.378511623	0.026472211	0.320804938	-0.603109847	0.497499659	1.321928095	1	-0.584962501	-0.592824618	0.847996907	NA	NA	-1.807354922	NA	NA	NA	NA	NA	NA	4.969012308	3.559491813	4.319762428	NA	-6.750570407	-2.844900865	-3.395554905	NA	4.173127433	NA	1.427606173	1.372952098	1.782408565	NA	0.879705766	2.825785627	1.070389328	NA	1.09085343	2.40053793	1.673556424	NA	0.344828497	1.613531653	0.757023247	5.239393095	5.220804927	-0.044007182	-0.096215315	0	NA	0	0	-2	-2.321928095	0.406746057	5.230099011
FAIR_004117-T1	-0.433798427	1.139724764	1.535634788	0.60823228	1.169925001	-0.546282033	0.378511623	0.44503224	0.753360032	-1.584962501	NA	-2.169925001	NA	0.438121112	-0.321928095	1.321928095	-0.796466606	0	0.008014993	0.102482958	0.380821784	-0.351843673	0.925999419	4.818096948	5.011674533	4.605849867	3.895302621	-3.410979798	-6.86865832	-4.613580257	-3.91775198	4.553232975	4.631104282	1.28936917	1.411426246	1.718087584	0.933572638	2.222602511	1.731183242	2.073820233	0.948600847	2.972531083	3.09423607	3.574101508	1.427606173	2.380972897	2.72900887	2.942983598	1.111031312	4.739655088	4.718791399	0.678071905	NA	0	-0.271302022	0	0	0	2.169925001	1.337679776	4.729223244
FAIR_005104-T1	-0.375802336	-1.382049087	-1.203359229	0.1740294	0.280107919	0.881355504	0.115477217	0.138976413	-0.118181426	-0.295455884	-1.289506617	-1.830074999	-1	NA	NA	NA	NA	NA	-0.068531382	0.018262206	-0.706268797	0.732519689	0.180572246	4.559491813	NA	3.589763487	3.122672719	-7.509346712	NA	-7.541667106	-5.703597242	4.165107985	NA	0.941106311	NA	1.182692298	1.310340121	2.608809243	NA	1.454175893	1.150559677	3.215678597	NA	2.659924558	1.5360529	2.378511623	NA	1.992768431	1.500802053	4.513528873	4.50565241	0	0	NA	1	0	0	-1.584962501	1.584962501	-1.292704158	4.509590642
FAIR_005125-T1	-0.246949526	-1.144263151	-0.903615464	-0.131244533	0.438121112	-0.5360529	0.552541023	-0.668701382	-0.897240426	-0.530514717	-1.115477217	-0.378511623	0	-0.84434913	0.206450877	0.38332864	-0.392317423	0.906890596	-0.84434913	0.206450877	0.38332864	-0.392317423	0.906890596	4.857980995	4.857980995	4.03562391	4.04701482	-3.610747735	-3.610747735	-2.738365666	-4.564134905	4.442943496	4.442943496	1.042644337	1.042644337	1.09085343	0.659924558	1.851998837	1.851998837	2.253989266	1.063502942	2.280956314	2.280956314	2.364572432	1.214124805	1.713695815	1.713695815	1.831877241	1.555816155	5.808235511	5.689282122	1.064130337	0.695145418	1.070389328	1.070389328	0	0	-0.584962501	-0.584962501	-1.023939308	5.748758816
FAIR_005126-T1	0.048988693	-0.225770138	-0.117063058	0.382145618	0.219009782	-0.75161237	-0.237039197	-0.443709889	0.15497466	2	2	0.893084796	-0.222392421	-0.23200751	1.724365557	0.569365646	0.057715498	0.2410081	-0.245112498	1.548893246	0.314873337	-0.094636874	0.280107919	4.983997553	5.059182199	4.286881148	4.957450336	-4.424638584	-5.10712415	-4.499629138	-4.287504461	4.726861667	4.595742339	1.129575972	1.280956314	1.063502942	1.35614381	1.613500837	2.063502942	2.531069493	1.560714954	1.744482409	2.319039816	2.477677328	1.952333566	2.10842918	2.575312331	2.464668267	2.010779839	7.215956407	7.120075569	0.222392421	-0.736965594	-1.415037499	-0.289506617	0	0	-1	-2	-0.171416598	7.168015988
FAIR_005132-T1	-0.022961148	-0.817070077	-0.702733959	-0.260764232	0.1740294	-0.105353	0.293731203	0.042885813	-0.135351853	0.621488377	-1.485426827	0.362570079	1.440572591	NA	NA	NA	NA	NA	0.125530882	0.862496476	-1.378511623	-0.736965594	0.459431619	5.053111336	NA	4.274261661	3.557042415	-4.730330737	NA	-2.261804514	-3.871389659	4.595742339	NA	1.298658316	NA	2.114367025	1.90303827	1.021479727	NA	1.521050737	1.207892852	1.673556424	NA	2.90303827	1.778208576	0.687060688	NA	1.963474124	0.790772038	5.568677776	5.588176124	-0.482151695	-1	NA	0.169925001	0	0	0	-1.807354922	-0.759902018	5.57842695
FAIR_005139-T1	-0.140519262	0.608879007	0.750140983	0.148863386	-0.277337944	-0.041419927	-0.120294234	-0.045323991	0.497499659	0.222392421	0.321928095	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.084064265	1.691534165	NA	NA	-3.134300657	-3.170559981	NA	NA	NA	NA	1.13093087	0.333423734	NA	NA	2.286881148	0.97819563	NA	NA	1.996388746	1.333423734	NA	NA	1.599317794	0.59454855	3.895869307	3.874429475	0.271463028	0.466781074	NA	NA	0	0	1	-1.584962501	0.679509995	3.885149391
FAIR_005157-T1	0.053356899	-0.111922828	-0.101039834	0.188761643	0.410711574	0.08061846	-0.106915204	-0.401147111	-0.256013978	-0.222392421	0.678071905	-1.321928095	2	-0.241526588	0.175849835	0.560714954	-0.251538767	0.263034406	-0.412125904	-0.932885804	0.678071905	-1.584962501	2	4.827686649	5.079727494	3.75595577	4.587964989	-3.852687553	-3.294465433	-3.066694724	-3.844574977	4.677777961	4.61544974	0.707879333	0.646538073	0.992768431	0.584962501	1.511299313	2.519286131	2.859969548	1.244887059	1.990560995	2.845990375	2.080657663	1.495695163	1.310046849	2.233235255	1.851998837	1.15704371	5.394029126	5.288413833	1.023846742	0.042435266	-0.345135486	1.584962501	0	0	0	-0.415037499	-0.106481331	5.34122148
FAIR_005163-T1	-0.071326447	0.435125074	0.321182323	-0.2410081	0.367116869	-0.876617584	0.490986353	-0.116616157	0.106915204	-0.222392421	0.459431619	0.621488377	0.584962501	NA	NA	NA	NA	NA	-0.181446871	-0.710493383	0	-0.378511623	0.584962501	4.578213767	NA	3.554588852	2.746312766	-4.091727554	NA	-3.048135061	-3.821436916	3.888650991	NA	0.363075647	NA	0.895302621	0.201633861	0.690353685	NA	2.533563348	0.678071905	1.310420826	NA	1.839959587	0.59454855	1.261423324	NA	1.580145484	1.111031312	6.53902442	6.558643621	0.172023467	0.661831264	NA	-0.788495895	0	0	-0.222392421	0	0.378153699	6.54883402
FAIR_005165-T1	-0.086689734	-0.634564587	-0.766169503	0.321928095	-0.554588852	0.527247003	0.308122295	-0.116379184	0.879705766	0.253118937	0.584962501	0.514573173	-0.485426827	-0.038474148	0.682809824	-0.963474124	0.607682577	1.584962501	-0.255600554	0.604071324	-0.63076619	0.667424661	0.777607579	4.638591617	4.625270489	4.275007047	4.072963272	-3.343775719	-4.128459113	-1.633270436	-3.585531614	4.552560875	4.821199978	0.656332587	0.847996907	0.895302621	1.021479727	1.982416473	2.833902077	2.510961919	3.224966365	2.482864442	3.543495883	2.44625623	3.844988157	2.379657825	2.891419187	2.182692298	2.324810603	7.591602895	7.570097623	0.394278939	NA	-1.584962501	1.256339753	0	0	-1	-1.584962501	-0.700367045	7.580850259
FAIR_005168-T1	0.043068722	-2.045949144	-1.958202686	-0.163975735	0.818553129	-0.184424571	-0.085729874	0.26012281	0.543621705	3	-2	2.459431619	-1.321928095	-0.023690106	-0.103093493	1.263034406	-0.08246216	1.716207034	NA	NA	NA	NA	NA	NA	4.757390949	3.701549057	3.886550147	NA	-3.270444239	-2.347758375	-2.896424974	NA	4.574242486	NA	1.061402611	1.516015147	1.35614381	NA	0.910283517	2.007195501	0.86393845	NA	1.443977058	3.473786912	1.367371066	NA	1.090042096	1.731183242	1.070389328	8.748979923	8.69513899	0.632268215	0	1.710493383	NA	0	0	1.321928095	-0.678071905	-2.002075915	8.722059456
FAIR_005178-T1	0.361508103	0.298411914	0.283247627	0.112894056	-0.884522783	-0.20321432	-0.893084796	-0.277425498	0.530514717	0.530514717	-2.584962501	-0.321928095	NA	-0.281373997	-0.097847323	0.398549376	-0.279283757	0.206450877	-0.135273455	0.074000581	-0.9510904	-0.398084366	-0.523561956	5.253329594	4.7491511	5.374691752	4.105175192	-3.023649188	-3.762484281	-3.972931728	-3.070186186	4.246835185	4.284586224	0.858238947	0.845377498	0.963474124	0.526068812	0.903408545	1.256818424	0.941106311	0.97819563	2.003028665	1.759205294	2.432959407	1.14404637	2.502466082	2.828867615	2.99095486	1.40599236	8.962952091	8.984688339	0.196397213	0.807354922	0.153623189	0.419713986	0	0	0.321928095	0	0.29082977	8.973820215
FAIR_005187-T1	0.093464355	-0.621133863	-0.618377178	0.163498732	-0.226965151	-0.056583528	0	-0.301790449	-0.263034406	-0.263034406	-0.338801913	-0.874469118	-0.192645078	NA	NA	NA	NA	NA	-0.281181753	-0.321928095	-0.807354922	0	2.584962501	4.715344295	NA	3.831877241	3.310340121	-2.924556341	NA	-3.222672428	-3.622337373	4.795974694	NA	0.650764559	NA	1.263034406	1.316145742	1.589763487	NA	2.771885579	2.137503524	1.214124805	NA	2.582556003	2.010779839	1.316145742	NA	1.895302621	1.427606173	5.037331892	4.960008316	-0.054447784	-0.253756592	NA	1	0	0	0.321928095	0.736965594	-0.61975552	4.998670104
FAIR_005189-T1	0.1123287	-0.611679839	-0.665999073	0.036069255	-0.571906348	0.175086707	-0.765534746	0.167456746	-0.473931188	-0.547487795	0.341036918	-1.584962501	-1.652076697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.575312331	2.021479727	NA	NA	-3.45130372	-4.801559983	NA	NA	NA	NA	0.879705766	1.077242999	NA	NA	2.10433666	1.182692298	NA	NA	2.634593268	1.321928095	NA	NA	2.007195501	0.941106311	4.504824481	4.504907069	-1	1.152003093	NA	NA	0	0	-0.415037499	0.736965594	-0.638839456	4.504865775
FAIR_005190-T1	-0.150298787	-0.653806432	-0.543781273	-0.043589269	-0.069962558	0.121306296	-0.394278939	-0.137991003	0.407175382	-0.981852653	-0.762960803	0.347923303	-0.777607579	0.108198741	0.263034406	-0.97924144	0.330148602	0.700439718	NA	NA	NA	NA	NA	NA	4.552676659	3.454175893	3.50589093	NA	-3.995395281	-2.162580795	-3.54646469	NA	3.978173557	NA	1.076999922	1.111031312	1.182692298	NA	1.816773729	2.629939409	2.704871964	NA	1.906536568	2.443606651	3.294253136	NA	1.580718133	1.411426246	2.077242999	5.122002332	5.106032057	0.655351829	1.064130337	-0.610053482	NA	0	0	-1.321928095	0.415037499	-0.598793853	5.114017195
FAIR_005193-T1	0.155454519	0.063362061	-0.059501012	-0.095157233	-0.102361718	-1.335603032	-0.436099115	0.176156955	-0.399930607	-0.067114196	-0.299560282	-0.313157885	-0.192645078	NA	NA	NA	NA	NA	0.11417102	-0.38332864	-0.180572246	0.146841388	1.807354922	4.566815154	NA	3.427606173	3.439623138	-8.965784285	NA	-4.322792822	-3.886686661	3.672425342	NA	0.90303827	NA	1.063502942	0.970853654	1.655351829	NA	2.482848283	2.622930351	2.14404637	NA	2.140778656	2.939226578	1.941106311	NA	1.550900665	2.689299161	4.818507425	4.868314453	1.266280065	0.612976877	NA	-1	0	0	1	0	0.001930525	4.843410939
FAIR_005204-T1	-0.105554171	-0.568154213	-0.748742762	-0.051225323	0.189477799	-0.286881148	-0.144389909	-0.028569152	0.896906507	0.115477217	1.378511623	-1.415037499	-0.485426827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.349082146	2.403267722	NA	NA	-2.8147984	-2.860149912	NA	NA	NA	NA	0.933572638	0.632268215	NA	NA	2.604071324	0.970853654	NA	NA	2.247927513	1.09085343	NA	NA	1.589763487	0.948600847	3.816816136	3.786117531	1.124328135	-0.716207034	NA	NA	0	0	2.321928095	1.222392421	-0.658448487	3.801466834
FAIR_005210-T1	-0.222663223	-1.013790274	-1.003783624	-0.38466385	0	0.265733555	-0.761840263	-0.142957954	-0.152003093	2.807354922	NA	2	NA	-0.365284464	0.530514717	NA	-1	-0.584962501	-0.205675026	-0.337869639	-0.167109986	0.321928095	0.070389328	4.175307467	5.201633861	3.894332742	2.759155834	-2.9934889	-3.260797189	-4.845465525	-2.409202648	3.496469768	3.522306893	0.565254958	0.40053793	0.782408565	0.35614381	1.413536847	0.50589093	2.389566812	0.695993813	1.632094637	1.163498732	2.416839742	1.195347598	0.936621504	0.526068812	1.847996907	1.097610797	5.031823864	4.973648561	0.24493499	1.736965594	NA	0.060882242	0	0	0.099535674	0	-1.008786949	5.002736213
FAIR_005211-T1	-0.279072616	-0.12156198	-0.037232906	0.415037499	0.128733314	0.313157885	-0.125530882	0.239753582	-1.062735755	1	-1.736965594	-2	-0.415037499	-0.095758983	0.572578776	0.201633861	0.454565863	-0.321928095	-0.137503524	-0.387023123	-0.132450296	-0.234465254	-0.074000581	4.416626637	4.323009661	3.919340082	3.13422094	-3.648906894	-2.267147037	-2.943824097	-3.851376171	3.864265807	3.479811809	0.534078172	0.591106577	0.815575429	0.263034406	1.831032759	1.066239588	2.66448284	0.516015147	2.138541068	1.740050605	3.102658131	0.575312331	0.992656685	1.737254942	1.963474124	0.321928095	7.997236977	8.110589597	-0.833990049	0.183446141	0.132755209	-0.462343214	0	0	-1	0	-0.079397443	8.053913287
FAIR_005218-T1	0.273760812	-0.002992368	0.030986395	-0.316857105	0	0.963474124	3.459431619	0.261328084	-0.09600182	0.137503524	0	-0.754887502	0.415037499	0.007341975	-0.179323699	-0.054447784	0.434402824	1.584962501	0.013016886	-0.247927513	-0.176877762	0.550197083	1.874469118	4.922197848	5.018074165	4.607034346	4.992768431	-3.395199622	-3.468853271	-2.830891058	-3.932828908	4.468583317	4.743475216	0.555816155	0.826713476	0.704871964	0.298658316	1.389566812	1.216105575	1.560714954	0.687060688	2.887525271	2.035108784	3.232660757	1.021479727	2.344828497	2.358890297	2.543495883	1.510961919	10.26569698	10.26214403	0.652076697	-0.298081353	-0.328054198	0	0	0	0.415037499	-1	0.013997013	10.2639205
